Attrition,pix1,Age,BusinessTravel,Department,pix2,DistanceFromHome,Education,EducationField,EmployeeNumber,pix3,EnvironmentSatisfaction,Gender,JobInvolvement,pix4,JobLevel,JobRole,JobSatisfaction,MaritalStatus,pix5,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,pix6,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,pix7,TrainingTimesLastYear,WorkLifeBalance,pix8,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,0,44,1,0,0,1,3,1,2020,0,2,0,3,0,1,3,4,1,0,2436,6,1,12,0,3,3,0,6,0,2,3,0,4,3,1,2
0,0,50,1,0,0,28,1,1,716,0,4,0,4,0,1,1,3,2,0,3221,1,1,11,0,3,3,3,20,0,3,3,0,20,8,3,8
0,0,29,1,2,0,17,3,4,1419,0,2,0,2,0,3,2,1,1,0,7988,1,0,13,0,3,1,0,10,0,3,2,0,10,9,0,9
1,0,33,1,1,0,16,3,3,819,0,1,1,3,0,2,2,1,1,0,5324,5,0,15,0,3,3,0,6,0,3,3,0,3,2,0,2
1,0,46,1,1,0,10,3,0,1869,0,3,1,3,0,3,2,2,2,0,7314,5,0,21,0,4,3,3,14,0,2,3,0,8,7,0,7
0,0,35,0,0,0,11,2,1,70,0,3,0,2,0,3,4,1,2,0,9884,2,1,13,0,3,3,1,10,0,3,3,0,4,0,2,3
0,0,47,1,1,0,14,3,1,1503,0,3,1,3,0,2,2,3,2,0,4591,3,1,17,0,3,3,1,11,0,4,2,0,5,4,1,2
0,0,41,1,0,0,12,4,0,1158,0,2,0,3,0,1,1,4,2,0,4766,3,1,11,0,3,1,1,6,0,4,3,0,1,0,0,0
0,0,32,1,0,0,1,3,0,96,0,2,0,3,0,2,3,2,2,0,6220,1,0,17,0,3,2,2,10,0,3,3,0,10,4,0,9
0,0,38,1,0,0,4,2,1,1687,0,4,1,3,0,1,1,3,2,0,3306,7,0,19,0,3,4,1,7,0,5,2,0,0,0,0,0
1,0,36,1,1,0,3,1,0,967,0,3,0,2,0,3,2,4,2,0,10325,1,1,11,0,3,1,1,16,0,6,3,0,16,7,3,7
0,0,46,1,2,0,5,2,1,103,0,2,0,3,0,2,2,2,0,0,5021,8,1,22,0,4,4,1,16,0,2,3,0,4,2,0,2
0,0,20,1,0,0,1,3,0,657,0,4,1,2,0,1,3,2,1,0,2836,1,0,13,0,3,4,0,1,0,0,4,0,1,0,0,0
0,0,48,1,1,0,2,1,3,712,0,2,0,4,0,2,2,2,2,0,8120,3,0,12,0,3,4,0,12,0,3,3,0,2,2,2,2
0,0,43,1,1,0,25,3,1,1076,0,3,0,2,0,3,2,4,0,0,10798,5,0,13,0,3,3,1,18,0,5,3,0,1,0,0,0
0,0,37,1,0,0,10,3,1,486,0,3,1,3,0,1,1,1,2,0,3452,6,0,20,0,4,2,1,17,0,3,3,0,5,4,0,3
0,0,49,1,0,0,22,4,4,1655,0,1,1,3,0,4,6,2,2,0,16413,3,0,16,0,3,2,2,27,0,2,3,0,4,2,1,2
1,0,44,2,0,0,24,3,0,392,0,4,0,3,0,1,1,3,0,0,3161,3,1,22,0,4,4,1,19,0,0,1,0,1,0,0,0
0,0,48,1,0,0,1,4,0,664,0,4,1,2,0,4,7,1,2,0,15402,7,0,11,0,3,1,1,21,0,3,1,0,3,2,0,2
1,0,20,1,0,0,11,3,1,1016,0,4,1,2,0,1,3,1,1,0,2600,1,1,15,0,3,1,0,1,0,2,3,0,1,0,0,0
0,0,28,0,2,0,1,2,0,1858,0,3,0,3,0,1,2,4,0,0,2706,1,0,15,0,3,2,1,3,0,2,3,0,3,2,2,2
0,0,56,1,0,0,8,3,0,241,0,3,1,3,0,1,3,1,0,0,4257,4,1,18,0,3,3,1,19,0,3,3,0,2,2,2,2
0,0,27,1,0,0,11,1,0,1434,0,2,0,3,0,1,1,1,2,0,2099,0,0,14,0,3,2,0,6,0,3,4,0,5,0,1,4
0,0,32,1,0,0,3,4,1,966,0,3,1,3,0,2,0,1,2,0,6725,1,0,12,0,3,3,1,8,0,2,4,0,8,7,6,3
0,0,29,1,0,0,2,3,0,94,0,3,0,3,0,1,3,2,2,0,2703,0,0,23,0,4,4,1,6,0,3,3,0,5,4,0,4
0,0,55,1,2,0,26,4,2,1973,0,3,0,4,0,5,7,2,2,0,19636,4,1,18,0,3,1,1,35,0,0,3,0,10,9,1,4
0,0,40,1,0,0,15,3,0,1628,0,1,1,2,0,3,0,3,2,0,10435,1,0,13,0,3,4,2,18,0,2,3,0,18,15,14,12
0,0,32,0,0,0,5,4,2,1764,0,2,0,3,0,1,3,2,1,0,2718,2,0,14,0,3,2,0,12,0,3,3,0,7,7,0,7
0,0,34,1,1,0,15,2,1,1356,0,3,1,3,0,2,2,1,1,0,6125,1,0,12,0,3,4,0,10,0,6,4,0,10,8,9,6
0,0,52,1,0,0,1,4,0,259,0,3,0,2,0,5,7,3,2,0,19999,0,0,14,0,3,1,1,34,0,5,3,0,33,18,11,9
0,0,24,0,0,0,9,3,0,812,0,3,0,2,0,1,1,2,0,0,2694,1,0,11,0,3,3,3,1,0,4,3,0,1,0,0,0
0,0,36,1,1,0,11,4,3,2045,0,2,1,2,0,2,2,4,2,0,6652,4,0,13,0,3,1,1,8,0,2,2,0,6,3,0,0
0,0,46,1,1,0,10,3,3,580,0,3,1,2,0,3,2,4,2,0,9071,2,1,19,0,3,3,1,15,0,3,3,0,3,2,1,2
0,0,57,1,0,0,24,2,0,223,0,3,0,4,0,3,4,4,0,0,9439,3,1,16,0,3,2,1,12,0,2,1,0,5,3,1,4
1,0,47,0,0,0,29,4,0,376,0,1,0,3,0,3,7,2,2,0,11849,1,1,12,0,3,4,1,10,0,2,2,0,10,7,9,9
0,0,31,1,0,0,2,4,0,426,0,3,0,3,0,1,3,4,0,0,2695,0,1,18,0,3,2,1,3,0,2,1,0,2,2,2,2
0,0,41,1,1,0,2,5,0,625,0,2,1,3,0,4,7,1,2,0,16595,7,0,16,0,3,2,1,22,0,2,3,0,18,16,11,8
0,0,55,1,1,0,1,2,0,106,0,1,0,3,0,3,2,4,2,0,10239,3,0,14,0,3,4,1,24,0,4,3,0,1,0,1,0
1,0,45,2,1,0,26,4,0,684,0,1,1,3,0,2,2,1,2,0,4286,2,0,14,0,3,4,2,5,0,4,3,0,1,1,0,0
0,0,23,1,1,0,2,1,2,113,0,3,0,3,0,1,5,1,0,0,2322,3,0,13,0,3,3,1,3,0,3,3,0,0,0,0,0
0,0,49,0,0,0,18,4,0,275,0,4,0,3,0,2,0,4,0,0,6804,1,1,15,0,3,1,2,7,0,0,3,0,7,7,1,7
0,0,42,1,0,0,8,3,0,1860,0,4,0,3,0,1,1,3,1,0,3968,4,0,13,0,3,4,0,8,0,3,3,0,0,0,0,0
0,0,35,1,0,0,16,3,0,586,0,4,0,3,0,3,4,3,2,0,7632,4,1,12,0,3,3,0,10,0,2,3,0,8,7,0,0
0,0,37,2,0,0,11,3,4,306,0,2,0,3,0,3,6,4,0,0,12185,1,1,14,0,3,3,3,10,0,1,3,0,10,8,0,7
0,0,32,1,1,0,8,3,1,1304,0,3,0,4,0,2,2,4,2,0,6209,1,0,15,0,3,3,2,10,0,4,4,0,10,7,0,8
1,0,34,2,0,0,9,4,0,1807,0,4,0,3,0,2,1,1,2,0,5346,4,0,17,0,3,3,1,11,0,3,2,0,7,1,0,7
0,0,31,2,0,0,3,4,1,337,0,2,0,3,0,3,6,3,0,0,13675,9,0,12,0,3,1,1,9,0,3,3,0,2,2,2,2
0,0,21,1,0,0,15,2,0,30,0,3,0,3,0,1,3,4,1,0,1232,1,0,14,0,3,4,0,0,0,6,3,0,0,0,0,0
0,0,31,1,1,0,7,3,3,438,0,4,0,3,0,2,2,4,0,0,7547,4,0,12,0,3,4,3,13,0,3,3,0,7,7,1,7
0,0,34,2,0,0,15,3,1,1485,0,2,0,3,0,4,6,1,0,0,17007,7,0,14,0,3,4,2,16,0,3,2,0,14,8,6,9
0,0,42,1,0,0,18,4,0,1998,0,4,0,3,0,2,3,1,0,0,5410,6,1,17,0,3,3,1,9,0,3,2,0,4,3,1,2
0,0,38,1,1,0,9,3,3,893,0,2,0,2,0,1,5,2,2,0,2899,0,0,19,0,3,4,1,3,0,3,3,0,2,2,1,2
0,0,46,1,1,0,3,1,3,1124,0,1,0,3,0,4,7,3,2,0,17465,3,0,12,0,3,4,1,23,0,3,3,0,12,9,4,9
0,0,32,1,0,0,2,3,1,471,0,3,1,3,0,1,1,2,2,0,2370,1,0,13,0,3,3,1,8,0,4,3,0,8,0,0,7
0,0,32,1,0,0,5,2,0,1555,0,4,1,2,0,2,3,2,2,0,5878,3,0,12,0,3,1,1,12,0,2,3,0,7,1,2,5
0,0,51,1,1,0,26,4,3,851,0,1,1,3,0,4,7,3,2,0,16307,2,0,14,0,3,3,1,29,0,2,2,0,20,6,4,17
0,0,56,1,0,0,1,2,0,1441,0,1,1,3,0,1,3,1,2,0,2066,2,0,22,0,4,4,1,5,0,3,4,0,3,2,1,0
0,0,54,1,2,0,19,4,1,698,0,3,0,3,0,3,2,2,2,0,10725,2,0,15,0,3,3,1,16,0,1,4,0,9,7,7,1
1,0,51,2,0,0,8,4,0,179,0,1,0,1,0,3,0,4,1,0,10650,2,0,15,0,3,4,0,18,0,2,3,0,4,2,0,3
0,0,36,1,0,0,10,3,0,1790,0,4,0,3,0,3,4,1,2,0,8321,7,1,13,0,3,4,1,15,0,1,3,0,12,8,5,7
0,0,27,1,1,0,8,4,3,458,0,2,1,3,0,2,2,2,2,0,6214,1,0,18,0,3,1,1,8,0,3,3,0,8,7,0,7
0,0,42,1,0,0,2,2,1,1109,0,4,0,3,0,4,7,1,2,0,17665,0,0,17,0,3,4,1,23,0,3,3,0,22,6,13,7
0,0,31,1,1,0,5,4,0,1673,0,1,1,3,0,2,2,4,2,0,5476,1,0,11,0,3,1,2,10,0,2,3,0,10,0,0,2
0,0,44,0,0,0,5,3,0,1471,0,3,0,2,0,1,1,3,1,0,3162,3,0,14,0,3,4,0,7,0,5,3,0,5,2,0,3
0,0,28,2,1,0,7,3,0,1507,0,3,0,3,0,2,2,1,1,0,4898,0,0,14,0,3,4,0,5,0,5,3,0,4,2,1,3
1,0,34,2,1,0,6,2,3,555,0,4,1,1,0,1,5,3,0,0,2351,0,0,16,0,3,4,1,3,0,3,2,0,2,2,1,0
0,0,27,1,0,0,1,2,1,497,0,4,0,3,0,1,1,2,0,0,3816,1,0,11,0,3,2,1,5,0,2,3,0,5,2,0,4
0,0,36,1,1,0,3,3,1,2024,0,1,1,2,0,3,2,4,2,0,7644,0,0,19,0,3,3,2,10,0,2,3,0,9,7,3,4
1,0,41,2,1,0,4,3,3,488,0,1,0,3,0,2,2,2,1,0,9355,1,0,18,0,3,3,0,8,0,5,3,0,8,7,7,7
0,0,27,1,0,0,16,4,2,1001,0,3,1,3,0,1,1,2,2,0,2811,9,0,14,0,3,2,1,4,0,2,3,0,2,2,2,2
0,0,29,1,0,0,23,3,0,495,0,4,0,3,0,1,3,4,1,0,2201,9,0,16,0,3,4,0,6,0,4,3,0,3,2,1,2
0,0,35,1,0,0,6,1,0,1291,0,3,0,3,0,1,3,3,2,0,3506,0,1,14,0,3,4,0,4,0,3,3,0,3,2,2,2
1,0,22,1,0,0,3,1,0,926,0,2,1,3,0,2,0,3,2,0,4171,0,1,19,0,3,1,1,4,0,3,4,0,3,2,0,2
0,0,58,1,0,0,5,3,2,940,0,3,1,2,0,3,4,2,0,0,10552,2,1,13,0,3,4,1,24,0,3,3,0,6,0,0,4
0,0,33,1,0,0,8,5,0,1515,0,4,0,3,0,2,4,3,1,0,6388,2,1,17,0,3,1,0,14,0,6,3,0,0,0,0,0
1,0,22,2,0,0,3,4,0,1203,0,3,0,2,0,1,3,4,2,0,2853,0,1,11,0,3,2,1,1,0,5,3,0,0,0,0,0
0,0,27,1,0,0,9,3,1,260,0,4,1,3,0,1,3,2,1,0,2279,1,0,16,0,3,4,0,7,0,2,2,0,7,7,0,3
0,0,51,1,0,0,9,4,0,116,0,4,0,3,0,1,1,4,2,0,2075,3,0,23,0,4,2,2,10,0,4,3,0,4,2,0,3
0,0,36,1,0,0,1,3,4,823,0,3,1,3,0,2,0,2,2,0,5228,0,0,15,0,3,1,1,10,0,2,3,0,9,7,0,5
1,0,33,1,0,0,10,1,1,584,0,1,0,1,0,1,1,4,0,0,3408,7,0,13,0,3,1,3,8,0,2,3,0,4,3,1,3
0,0,39,1,0,0,1,3,1,417,0,3,0,4,0,3,4,4,0,0,9613,0,0,17,0,3,1,3,19,0,5,2,0,18,10,3,7
0,0,40,1,0,0,8,2,0,1724,0,2,1,3,0,2,0,1,2,0,6516,2,1,16,0,3,2,1,18,0,3,3,0,1,0,0,0
0,0,39,1,0,0,3,2,1,1627,0,3,0,2,0,2,1,3,0,0,3069,0,0,15,0,3,4,1,11,0,3,3,0,10,8,0,7
1,0,28,1,0,0,2,4,0,364,0,1,0,3,0,1,1,3,1,0,3485,2,0,11,0,3,3,0,5,0,5,1,0,0,0,0,0
0,0,29,1,0,0,21,4,0,20,0,2,1,4,0,3,0,1,0,0,9980,1,0,11,0,3,3,1,10,0,1,3,0,10,9,8,8
0,0,31,1,0,0,11,4,0,895,0,4,0,3,0,1,3,4,2,0,2356,3,1,19,0,3,2,1,8,0,2,3,0,6,4,0,2
0,0,46,1,0,0,1,4,1,1069,0,4,0,3,0,5,6,4,0,0,19627,9,0,17,0,3,4,2,23,0,0,3,0,2,2,2,2
0,0,24,2,2,0,10,3,1,1746,0,1,0,3,0,1,2,4,2,0,2145,0,0,14,0,3,4,1,3,0,2,3,0,2,2,2,1
0,0,36,1,0,0,3,2,0,155,0,1,1,3,0,1,1,4,0,0,2835,5,0,22,0,4,1,1,7,0,2,3,0,1,0,0,0
0,0,34,2,0,0,2,1,0,256,0,4,0,2,0,2,0,3,2,0,9547,1,0,17,0,3,3,0,10,0,2,2,0,10,9,1,9
0,0,41,1,0,0,9,4,0,1772,0,3,0,3,0,1,1,1,0,0,2289,1,0,20,0,4,2,2,5,0,2,3,0,5,3,0,4
0,0,40,1,0,0,2,3,1,521,0,2,1,2,0,2,1,3,2,0,3448,6,0,22,0,4,2,1,20,0,3,3,0,1,0,0,0
1,0,44,1,0,0,3,3,0,1333,0,1,0,3,0,1,1,1,2,0,2362,4,0,12,0,3,3,0,10,0,4,4,0,3,2,1,2
0,0,31,1,0,0,26,1,0,16,0,1,0,3,0,1,3,3,0,0,2911,1,0,17,0,3,4,1,5,0,1,2,0,5,2,4,3
0,0,38,2,0,0,2,4,0,803,0,1,1,4,0,2,0,1,1,0,5980,6,1,12,0,3,4,0,17,0,2,3,0,15,7,4,12
0,0,28,1,0,0,10,3,4,1097,0,3,1,3,0,2,3,3,1,0,3660,3,0,13,0,3,4,0,10,0,4,4,0,8,7,1,7
0,0,55,1,0,0,2,2,1,1336,0,4,1,1,0,5,7,3,2,0,19187,4,0,14,0,3,4,1,23,0,5,3,0,19,9,9,11
0,0,35,1,0,0,8,1,0,63,0,4,0,4,0,1,1,4,2,0,2269,1,0,19,0,3,4,0,1,0,2,3,0,1,0,0,1
0,0,54,1,0,0,5,2,1,522,0,1,0,3,0,5,6,1,2,0,19406,4,0,11,0,3,3,1,24,0,4,2,0,4,2,1,2
1,0,28,1,0,0,1,2,0,741,0,1,1,1,0,1,3,2,1,0,2216,7,1,13,0,3,4,0,10,0,4,3,0,7,7,3,7
0,0,34,1,1,0,8,2,0,808,0,3,1,3,0,2,2,1,2,0,6500,5,0,17,0,3,2,1,6,0,1,3,0,3,2,1,2
0,0,38,1,1,0,1,3,0,1961,0,1,0,2,0,1,5,1,1,0,2858,4,0,14,0,3,1,0,20,0,3,2,0,1,0,0,0
1,0,29,1,0,0,18,1,1,315,0,3,0,2,0,1,3,4,1,0,2389,1,1,13,0,3,3,0,4,0,3,2,0,4,3,0,1
0,0,35,1,0,0,1,4,0,826,0,4,1,4,0,1,3,3,1,0,2506,3,0,13,0,3,3,0,7,0,0,3,0,2,2,2,2
0,0,38,1,0,0,15,2,0,461,0,3,0,2,0,3,6,4,0,0,11510,0,1,14,0,3,2,1,12,0,3,3,0,11,10,2,9
0,0,31,1,1,0,2,2,0,1996,0,1,0,3,0,1,5,3,2,0,3067,0,0,19,0,3,3,1,3,0,1,3,0,2,2,1,2
0,0,28,1,0,0,21,3,1,221,0,3,0,3,0,1,3,4,2,0,2713,1,0,11,0,3,3,1,5,0,2,1,0,5,2,0,2
0,0,35,2,0,0,2,4,1,1704,0,1,0,2,0,1,3,4,1,0,4930,0,1,14,0,3,3,0,6,0,2,4,0,5,4,1,4
0,0,55,1,0,0,4,4,0,1501,0,4,0,3,0,2,4,3,2,0,4035,0,1,16,0,3,2,0,4,0,2,3,0,3,2,1,2
0,0,36,1,1,0,2,4,0,1556,0,3,0,3,0,1,5,4,1,0,2644,3,1,21,0,4,4,0,7,0,3,2,0,3,2,1,2
0,0,47,0,1,0,2,4,3,1731,0,3,0,3,0,2,2,2,2,0,4978,7,0,11,0,3,4,1,4,0,3,1,0,1,0,0,0
0,0,52,0,0,0,19,4,1,791,0,4,0,3,0,1,3,4,2,0,4258,0,0,18,0,3,1,1,5,0,3,3,0,4,3,1,2
1,0,34,0,0,0,16,4,2,1905,0,4,0,1,0,1,3,1,2,0,2307,1,1,23,0,4,2,1,5,0,2,3,0,5,2,3,0
0,0,36,1,1,0,16,4,3,1436,0,3,1,2,0,2,2,1,2,0,5647,4,0,13,0,3,1,2,11,0,3,2,0,3,2,0,2
0,0,32,1,0,0,1,3,1,78,0,1,0,3,0,2,0,4,2,0,6162,1,1,22,0,4,2,1,9,0,3,3,0,9,8,7,8
0,0,37,0,0,0,5,2,2,1440,0,3,0,4,0,1,1,3,1,0,3500,0,0,14,0,3,1,0,7,0,2,1,0,6,5,1,3
0,0,36,2,1,0,11,2,2,154,0,2,1,3,0,3,2,4,2,0,9738,0,0,14,0,3,3,1,10,0,6,3,0,9,7,2,8
0,0,36,1,0,0,6,4,0,1221,0,3,0,1,0,1,1,3,0,0,2741,1,0,14,0,3,3,1,7,0,4,3,0,7,7,1,7
0,0,45,1,0,0,8,4,4,452,0,4,0,3,0,2,3,4,2,0,3697,9,0,14,0,3,1,2,12,0,3,3,0,10,9,9,8
1,0,24,1,1,0,1,1,2,554,0,1,1,3,0,1,5,2,1,0,3202,1,1,16,0,3,2,0,6,0,4,3,0,5,3,1,4
0,0,39,1,0,0,1,4,1,332,0,3,1,3,0,1,1,3,0,0,2232,7,0,14,0,3,3,3,7,0,1,3,0,3,2,1,2
0,0,42,0,0,0,21,2,1,270,0,3,1,3,0,2,0,3,0,0,5265,2,0,16,0,3,2,1,11,0,5,3,0,5,3,0,2
0,0,41,1,1,0,6,3,3,1708,0,4,0,3,0,3,2,3,1,0,9241,1,0,12,0,3,2,0,10,0,3,3,0,10,8,8,7
0,0,53,1,0,0,2,3,1,1472,0,4,0,4,0,4,6,2,1,0,16598,4,0,12,0,3,2,0,35,0,2,2,0,9,8,8,8
0,0,36,0,0,0,8,3,0,742,0,1,1,4,0,3,6,1,2,0,11713,9,0,14,0,3,1,1,10,0,2,3,0,8,7,0,5
0,0,29,1,0,0,15,1,0,1202,0,2,1,1,0,1,3,4,2,0,2168,0,1,18,0,3,1,1,6,0,2,2,0,5,4,1,3
0,0,27,1,0,0,6,3,0,1162,0,4,0,2,0,1,3,3,2,0,2539,1,0,13,0,3,3,1,4,0,0,3,0,4,2,2,2
0,0,30,1,2,0,1,3,0,1499,0,3,0,3,0,1,2,3,0,0,2064,0,0,21,0,4,1,1,6,0,3,4,0,5,3,1,3
0,0,53,1,1,0,1,1,1,682,0,4,1,3,0,2,2,1,1,0,8381,7,0,20,0,4,4,0,18,0,2,4,0,14,7,8,10
0,0,42,1,0,0,29,3,1,1148,0,2,0,1,0,2,1,4,1,0,4272,4,0,19,0,3,1,0,16,0,3,3,0,1,0,0,0
0,0,42,1,0,0,4,2,2,319,0,3,0,3,0,5,7,4,2,0,19232,1,0,11,0,3,4,0,22,0,3,3,0,22,17,11,15
0,0,34,1,0,0,2,4,0,339,0,4,0,2,0,2,0,1,2,0,5957,6,0,13,0,3,2,1,13,0,3,3,0,11,9,5,9
0,0,44,1,2,0,1,4,0,665,0,1,1,2,0,2,2,3,1,0,5985,4,0,11,0,3,2,0,10,0,1,4,0,2,2,0,2
1,0,29,1,0,0,10,3,0,994,0,4,1,2,0,1,3,1,1,0,2404,6,1,20,0,4,3,0,3,0,5,3,0,0,0,0,0
0,0,28,1,0,0,1,3,0,1799,0,3,0,3,0,1,3,4,2,0,2044,1,0,11,0,3,3,1,5,0,6,4,0,5,3,0,3
0,0,36,1,0,0,14,1,0,924,0,3,0,3,0,2,4,4,2,0,6586,0,1,17,0,3,1,1,17,0,2,2,0,16,8,4,11
0,0,29,0,1,0,2,3,0,469,0,4,0,3,0,2,2,3,2,0,4649,1,0,14,0,3,1,1,4,0,3,2,0,4,3,0,2
0,0,49,1,0,0,4,2,1,1256,0,1,0,2,0,5,7,3,2,0,18711,2,0,13,0,3,3,1,23,0,2,4,0,1,0,0,0
0,0,32,1,1,0,2,1,3,1396,0,3,0,3,0,2,2,2,2,0,4078,0,1,13,0,3,1,3,4,0,3,2,0,3,2,1,2
1,0,39,1,0,0,6,3,1,932,0,4,0,3,0,1,1,1,2,0,2404,7,1,21,0,4,4,0,8,0,2,1,0,2,2,2,2
0,0,29,2,1,0,20,3,2,974,0,3,1,3,0,1,5,4,2,0,2157,1,0,15,0,3,2,1,3,0,5,3,0,3,1,0,2
0,0,32,2,0,0,2,2,0,8,0,4,0,3,0,1,1,4,1,0,3068,0,0,13,0,3,3,0,8,0,2,2,0,7,7,3,6
0,0,27,1,0,0,8,3,1,1751,0,3,1,3,0,1,3,4,1,0,3445,1,0,11,0,3,3,0,6,0,5,2,0,6,2,1,4
0,0,26,1,0,0,7,3,4,1417,0,3,0,4,0,1,1,1,1,0,3578,0,0,12,0,3,4,0,8,0,2,3,0,7,7,0,7
0,0,46,1,1,0,2,3,3,1204,0,3,1,3,0,4,7,1,2,0,17048,8,0,23,0,4,1,0,28,0,2,3,0,26,15,15,9
0,0,26,1,1,0,28,2,3,641,0,1,0,3,0,2,2,2,2,0,6272,1,0,20,0,4,4,2,6,0,5,4,0,5,3,1,4
0,0,30,1,0,0,16,3,0,1763,0,3,0,4,0,2,4,3,2,0,5294,3,0,16,0,3,3,1,10,0,3,3,0,7,0,1,7
0,0,41,1,1,0,6,3,0,298,0,4,1,3,0,3,7,4,1,0,13591,3,1,18,0,3,3,0,16,0,3,3,0,1,0,0,0
0,0,46,1,1,0,3,3,0,1527,0,3,1,3,0,4,7,2,2,0,16606,8,0,12,0,3,4,1,23,0,2,4,0,13,12,5,1
0,0,35,1,1,0,7,1,0,1492,0,4,0,3,0,1,5,3,2,0,2404,1,0,13,0,3,1,1,1,0,3,3,0,1,0,0,0
0,0,51,1,1,0,14,2,0,500,0,3,1,3,0,2,2,4,2,0,4936,4,0,11,0,3,3,1,18,0,2,2,0,7,7,0,7
0,0,48,1,0,0,6,3,0,1022,0,1,0,2,0,2,4,3,1,0,4240,2,0,13,0,3,4,0,19,0,0,3,0,2,2,2,2
0,0,48,1,0,0,2,2,2,1258,0,4,0,4,0,1,1,2,1,0,2559,5,0,11,0,3,3,0,7,0,4,2,0,1,0,0,0
0,0,22,0,0,0,16,2,1,22,0,4,0,4,0,1,1,4,0,0,2935,1,1,13,0,3,2,2,1,0,2,2,0,1,0,0,0
0,0,27,1,0,0,17,3,2,233,0,3,0,3,0,1,3,2,2,0,3058,0,1,16,0,3,4,1,6,0,3,2,0,5,2,1,1
0,0,37,1,0,0,13,3,1,1543,0,1,0,3,0,2,3,4,2,0,4285,1,0,17,0,3,1,0,10,0,2,3,0,10,8,3,7
0,0,48,1,0,0,20,4,1,945,0,4,0,3,0,1,3,3,2,0,2259,4,0,17,0,3,1,2,13,0,2,2,0,0,0,0,0
0,0,53,1,0,0,13,2,1,250,0,4,1,4,0,2,0,1,0,0,4450,1,0,11,0,3,3,2,5,0,3,3,0,4,2,1,3
0,0,42,1,1,0,4,4,3,1171,0,2,0,3,0,2,2,1,1,0,5155,7,0,13,0,3,4,0,9,0,3,4,0,6,4,1,5
1,0,32,2,0,0,16,1,0,33,0,2,1,1,0,1,3,1,1,0,3919,1,1,22,0,4,2,0,10,0,5,3,0,10,2,6,7
0,0,37,1,1,0,9,2,3,1787,0,2,0,2,0,2,2,2,2,0,4189,1,0,14,0,3,1,2,5,0,2,3,0,5,2,0,3
1,0,26,1,1,0,4,4,3,401,0,4,0,2,0,2,2,4,1,0,5828,1,1,12,0,3,2,0,8,0,0,3,0,8,7,7,4
0,0,52,1,0,0,8,4,4,1409,0,3,1,3,0,1,1,1,2,0,2950,9,0,13,0,3,3,0,12,0,2,1,0,5,4,0,4
0,0,38,1,0,0,3,5,2,193,0,4,1,3,0,2,3,3,1,0,4317,3,1,20,0,4,2,0,19,0,2,3,0,3,2,2,2
0,0,50,1,0,0,10,3,2,491,0,4,0,2,0,3,4,4,1,0,10496,6,0,15,0,3,4,0,20,0,2,3,0,4,3,1,3
1,0,29,1,2,0,13,3,2,1844,0,1,0,2,0,1,2,1,0,0,2335,4,1,15,0,3,4,3,4,0,3,3,0,2,2,2,0
0,0,29,1,0,0,7,3,0,1260,0,3,0,3,0,2,4,4,0,0,6623,1,1,11,0,3,2,2,6,0,2,3,0,6,0,1,0
0,0,31,1,1,0,7,3,0,613,0,3,0,2,0,3,7,4,0,0,11557,9,0,21,0,4,3,1,10,0,3,2,0,5,4,0,1
0,0,37,1,0,0,14,3,0,515,0,4,1,3,0,1,1,1,0,0,3034,1,0,12,0,3,3,1,18,0,2,2,0,18,7,12,17
0,0,33,1,0,0,28,4,0,1549,0,2,0,3,0,2,1,3,2,0,5207,1,1,12,0,3,2,1,15,0,3,3,0,15,14,5,7
0,0,43,2,0,0,21,3,1,525,0,4,0,3,0,1,1,4,2,0,2258,7,0,20,0,4,1,1,8,0,1,3,0,3,2,1,2
1,0,35,1,1,0,4,3,2,1100,0,4,0,3,0,3,2,1,1,0,9582,0,1,22,0,4,1,0,9,0,2,3,0,8,7,4,7
0,0,35,0,0,0,8,4,0,1630,0,3,1,3,0,2,4,3,2,0,4148,1,0,12,0,3,4,1,15,0,5,3,0,14,11,2,9
0,0,45,1,1,0,2,2,2,783,0,2,0,1,0,2,5,3,1,0,6632,0,0,13,0,3,1,0,9,0,3,3,0,8,7,3,1
0,0,37,2,1,0,1,4,1,1700,0,3,0,1,0,2,2,4,0,0,9525,1,0,14,0,3,3,2,6,0,2,2,0,6,3,1,3
0,0,43,1,0,0,8,3,0,920,0,1,1,3,0,2,0,2,0,0,4765,4,0,21,0,4,3,1,4,0,2,4,0,1,0,0,0
0,0,49,1,0,0,5,4,2,1473,0,1,0,3,0,2,4,3,2,0,6651,2,0,14,0,3,2,1,20,0,0,2,0,3,2,1,2
0,0,38,0,1,0,10,3,2,983,0,3,1,3,0,2,2,4,1,0,5666,1,1,13,0,3,2,0,6,0,1,3,0,5,3,1,3
0,0,44,1,0,0,9,2,0,913,0,2,0,3,0,1,3,1,2,0,2559,1,1,13,0,3,4,0,8,0,0,3,0,8,7,7,1
0,0,29,1,0,0,6,1,1,1192,0,2,1,3,0,1,1,4,2,0,3131,1,0,13,0,3,1,1,10,0,5,3,0,10,8,0,8
0,0,49,1,1,0,11,4,3,1757,0,4,1,3,0,2,2,4,1,0,4507,3,0,12,0,3,3,0,8,0,1,4,0,5,1,0,4
